PIN_NUM,CALC_AREA,REID,DEED_ACRES,BLDG_VAL,LAND_VAL,TOTAL_VALUE_ASSD,HEATEDAREA,SITE_ADDRESS,CITY_DECODE,TOWNSHIP_DECODE,YEAR_BUILT,TYPE_USE_DECODE,LAND_CLASS_DECODE,ZIPNUM
1797030998,1.00095653,3595,1,142809,45000,187809,1556,3301 ZEBULON RD,,Little River,1960,SINGLFAM,Residential Less Than 10 Acres,27597
1788883859,10.17706927,3647,11,106179,282335,388514,1973,8121 LOCKLEAIR RD,,Little River,1935,SINGLFAM,Acres Greater Than 10 With House,27597
1726200015,0.31556509,3695,0.34,206816,180000,386816,1712,4304 RYEGATE DR,RALEIGH,Neuse,1969,SINGLFAM,Residential Less Than 10 Acres,27604
1712108425,0.46614383,3707,0.47,125954,130000,255954,1560,1009 SOUTHERLUND RD,GARNER,St. Mary's,1955,SINGLFAM,Residential Less Than 10 Acres,27529
0783087450,0.57737226,3709,0.58,183402,150000,333402,1634,5211 ASBURY CIR,RALEIGH,Raleigh,1955,SINGLFAM,Residential Less Than 10 Acres,27606
1704578216,0.19142825,3711,0.19,467712,530000,997712,2641,1710 FAIRVIEW RD,RALEIGH,Raleigh,1928,SINGLFAM,Residential Less Than 10 Acres,27608
1754433668,0.25554444,3754,0.26,165239,72000,237239,1624,107 PINE ST,KNIGHTDALE,St. Matthew's,1967,SINGLFAM,Residential Less Than 10 Acres,27545
1711810759,0.35825187,3788,0.36,145861,90000,235861,1528,103 BAGWELL ST,GARNER,St. Mary's,1940,SINGLFAM,Residential Less Than 10 Acres,27529
0783917048,0.71617962,3795,0.72,368809,198000,566809,2279,3221 TANAGER ST,,Swift Creek,1994,SINGLFAM,Residential Less Than 10 Acres,27606
0794544640,0.33035456,3808,0.32,554799,403750,958549,3457,3216 BEDFORD AVE,RALEIGH,Raleigh,1941,SINGLFAM,Residential Less Than 10 Acres,27607
1704353526,1.47261759,7686,1.47,414879,1200000,1614879,3815,915 WILLIAMSON DR,RALEIGH,Raleigh,1942,SINGLFAM,Residential Less Than 10 Acres,27608
1706143293,0.4812591,7694,0.51,175426,537625,713051,2686,5223 CORONADO DR,RALEIGH,Raleigh,1965,SINGLFAM,Residential Less Than 10 Acres,27609
1712467705,0.23976114,7696,0.24,118215,115000,233215,1290,2329 SANDERFORD RD,RALEIGH,St. Mary's,1970,SINGLFAM,Residential Less Than 10 Acres,27610
1714655352,0.31838841,7697,0.33,102118,175000,277118,1061,2214 MILLBANK ST,RALEIGH,Raleigh,1955,SINGLFAM,Residential Less Than 10 Acres,27610
0764023990,0.2483392,7798,0.24,147017,210000,357017,1082,307 HEMLOCK ST,CARY,Cary,1971,SINGLFAM,Residential Less Than 10 Acres,27513
1714252706,0.20845011,7971,0.21,85060,320000,405060,908,216 BAGGETT AVE,RALEIGH,Raleigh,1950,SINGLFAM,Residential Less Than 10 Acres,27604
0763557484,0.34056398,7980,0.34,231361,280000,511361,1937,218 BRIARCLIFF LN,CARY,Cary,1968,SINGLFAM,Residential Less Than 10 Acres,27511
1714090538,0.27152833,4011,0.28,211571,440000,651571,1896,705 KIMBROUGH ST,RALEIGH,Raleigh,1947,SINGLFAM,Residential Less Than 10 Acres,27608
1725782700,0.45759926,4013,0.46,207657,114000,321657,2096,3909 ST JAMES CHURCH RD,RALEIGH,St. Matthew's,1965,SINGLFAM,Residential Less Than 10 Acres,27604
1755410905,0.91760028,4018,0.92,118267,110000,228267,1208,1413 HORTON RD,,St. Matthew's,1974,SINGLFAM,Residential Less Than 10 Acres,27545
1733506709,0.41846544,8061,0.42,145993,94500,240493,1040,5901 POOLE RD,,St. Matthew's,1982,SINGLFAM,Residential Less Than 10 Acres,27610
1733702221,0.42586732,8064,0.43,134626,94500,229126,1040,6213 POOLE RD,,St. Matthew's,1982,SINGLFAM,Residential Less Than 10 Acres,27610
1704264557,0.17768161,8190,0.18,154186,522500,676686,1199,1610 PINEVIEW ST,RALEIGH,Raleigh,1941,SINGLFAM,Residential Less Than 10 Acres,27608
1704544690,0.22209181,8195,0.22,312779,495000,807779,2148,1301 DALE ST,RALEIGH,RALEIGH,1946,SINGLFAM,Residential Less Than 10 Acres,27605
0786702851,1.10560516,4146,1.07,238539,422500,661039,2096,4125 PICARDY DR,RALEIGH,Meredith,1977,SINGLFAM,Residential Less Than 10 Acres,27612
1701805754,0.36841747,4188,0.37,145816,115000,260816,1107,105 HILLBROOK CT,GARNER,St. Mary's,1971,SINGLFAM,Residential Less Than 10 Acres,27529
1715987012,0.25624481,8389,0.26,166181,150000,316181,1336,3616 BRINKLEY DR,RALEIGH,St. Matthew's,1965,SINGLFAM,Residential Less Than 10 Acres,27604
0795779211,0.35672538,8497,0.36,458832,525000,983832,3232,1809 MANUEL ST,RALEIGH,Raleigh,1960,SINGLFAM,Residential Less Than 10 Acres,27612
1706866133,0.33885953,8514,0.34,90547,400000,490547,1937,5600 KNOLLWOOD RD,RALEIGH,House Creek,1970,SINGLFAM,Residential Less Than 10 Acres,27609
1701533594,1.19067383,4233,1.14,382277,105600,487877,1894,320 GROVEMONT RD,,St. Mary's,2001,SINGLFAM,Residential Less Than 10 Acres,27603
2707394510,1.19814497,4258,1.2,296915,108000,404915,2061,2409 PEARCES RD,,Little River,1974,SINGLFAM,Residential Less Than 10 Acres,27597
1703993477,0.23759127,8626,0.24,6132,627240,633372,1344,521 E EDENTON ST,RALEIGH,Raleigh,1920,SINGLFAM,Residential Less Than 10 Acres,27601
0794023761,0.14107016,8634,0.14,180363,150000,330363,1084,3120 WILDER ST,RALEIGH,Raleigh,2000,SINGLFAM,Residential Less Than 10 Acres,27607
1717045953,0.43384291,8328,0.43,367009,185000,552009,2921,6913 HOLLY DR,RALEIGH,House Creek,1959,SINGLFAM,Residential Less Than 10 Acres,27615
0874859681,1.75187162,8337,1.71,214554,47940,262494,1484,4012 OLD WEAVER TRL,,New Light,1989,SINGLFAM,Residential Less Than 10 Acres,27522
0874857585,1.8374561,8339,1.81,190803,49340,240143,1530,4016 OLD WEAVER TRL,,New Light,1976,SINGLFAM,Residential Less Than 10 Acres,27522
1754315123,0.38881113,8667,0.39,231561,90000,321561,1963,301 PARK AVE,KNIGHTDALE,St. Matthew's,1965,SINGLFAM,Residential Less Than 10 Acres,27545
0790992786,0.46354217,8668,0.46,176035,80000,256035,1232,5740 WOODCREST DR,,St. Mary's,1958,SINGLFAM,Residential Less Than 10 Acres,27603
1711748714,0.81793019,8696,0.82,192456,70000,262456,1668,315 CREECH RD,,St. Mary's,1952,SINGLFAM,Residential Less Than 10 Acres,27529
0763759323,0.36789723,8700,0.36,253531,280000,533531,3076,530 GREENWOOD DR,CARY,Cary,1967,SINGLFAM,Residential Less Than 10 Acres,27511
1714757772,0.22107657,8705,0.22,117439,200000,317439,1132,1428 N KING CHARLES RD,RALEIGH,Raleigh,1964,SINGLFAM,Residential Less Than 10 Acres,27610
1758586361,0.85277001,4366,0.88,194550,120000,314550,1334,4900 BURLINGTON MILLS RD,ROLESVILLE,Wake Forest,1960,SINGLFAM,Residential Less Than 10 Acres,27571
0742407354,0.33636665,4368,0.34,225058,230000,455058,2332,107 S HUGHES ST,APEX,White Oak,1901,SINGLFAM,Residential Less Than 10 Acres,27502
1735133126,1.50773733,4377,1.52,308989,177576,486565,1948,3109 SOUTHALL RD,,St. Matthew's,1985,SINGLFAM,Residential Less Than 10 Acres,27604
1709420337,0.45716436,4399,0.51,7298,111000,118298,1200,10520 SIX FORKS RD,,Barton's Creek,1963,SINGLFAM,Residential Less Than 10 Acres,27614
1703906158,0.19381761,8783,0.2,94583,105000,199583,1044,508 BAILEY DR,RALEIGH,Raleigh,1960,SINGLFAM,Residential Less Than 10 Acres,27610
1706809518,0.66480723,8786,0.67,29300,724500,753800,2574,408 VERNON TER,RALEIGH,Raleigh,1961,SINGLFAM,Residential Less Than 10 Acres,27609
1725174800,0.69713903,8790,0.7,182945,150000,332945,1308,3804 INGRAM DR,RALEIGH,St. Matthew's,1968,SINGLFAM,Residential Less Than 10 Acres,27604
1709420227,0.45482628,4406,0.49,13666,111000,124666,966,10516 SIX FORKS RD,,Barton's Creek,1958,SINGLFAM,Residential Less Than 10 Acres,27614
0792688692,0.27034018,4517,0.27,229011,170000,399011,1766,2212 SIERRA DR,RALEIGH,Swift Creek,1967,SINGLFAM,Residential Less Than 10 Acres,27603
0764087955,0.45729118,4519,0.46,96266,252000,348266,916,1131 EVANS RD,,Cary,1967,SINGLFAM,Residential Less Than 10 Acres,27513
0774489774,0.84446427,8873,0.85,448923,195000,643923,3365,6214 ARRINGTON RD,,Cary,1966,SINGLFAM,Residential Less Than 10 Acres,27607
0788320197,0.81520532,4530,0.82,267261,185000,452261,2245,9000 ONEAL RD,,Leesville,1968,SINGLFAM,Residential Less Than 10 Acres,27613
1704593185,0.2171339,4536,0.23,95744,562500,658244,1116,1929 ALEXANDER RD,RALEIGH,Raleigh,1928,SINGLFAM,Residential Less Than 10 Acres,27608
0794428453,0.15651008,4537,0.16,70077,180000,250077,988,3130 STANHOPE AVE,RALEIGH,Raleigh,1930,SINGLFAM,Residential Less Than 10 Acres,27607
1706341534,0.48588619,4578,0.49,55202,650000,705202,1817,1008 MANCHESTER DR,RALEIGH,Raleigh,1961,SINGLFAM,Residential Less Than 10 Acres,27609
0795725545,0.59524796,4587,0.6,45233,891000,936233,1615,715 RUNNYMEDE RD,RALEIGH,Raleigh,1955,SINGLFAM,Residential Less Than 10 Acres,27607
1769048603,1.00120012,4682,0.99,292599,85000,377599,1985,302 W YOUNG ST,ROLESVILLE,Wake Forest,1970,SINGLFAM,Residential Less Than 10 Acres,27571
1725070984,0.26967845,4692,0.27,171375,150000,321375,1196,3612 ALLENDALE DR,RALEIGH,St. Matthew's,1964,SINGLFAM,Residential Less Than 10 Acres,27604
0689742629,0.46009702,8936,0.45,163399,150000,313399,1543,8608 LOBELIA ST,,Swift Creek,1971,SINGLFAM,Residential Less Than 10 Acres,27603
1705083432,0.45838161,9007,0.46,511589,945000,1456589,4251,315 YADKIN DR,RALEIGH,Raleigh,1960,SINGLFAM,Residential Less Than 10 Acres,27609
1713299798,0.0935529,9008,0.09,66249,225000,291249,1165,1425 E JONES ST,RALEIGH,Raleigh,1910,SINGLFAM,Residential Less Than 10 Acres,27610
0774377162,0.47525262,9019,0.48,278728,195000,473728,2054,1609 RIDGELAND DR,,Cary,1967,SINGLFAM,Residential Less Than 10 Acres,27607
1716061477,0.32828442,4720,0.33,138912,400000,538912,1969,5308 MAPLERIDGE RD,RALEIGH,House Creek,1971,SINGLFAM,Residential Less Than 10 Acres,27609
1716399327,0.30398627,4725,0.3,280669,200000,480669,2100,1409 FALLS CHURCH RD,RALEIGH,Neuse,1969,SINGLFAM,Residential Less Than 10 Acres,27609
1711538725,0.38032236,4731,0.38,129083,110000,239083,1008,110 CEDAR LN,GARNER,St. Mary's,1985,SINGLFAM,Residential Less Than 10 Acres,27529
1717803549,0.74962659,4790,0.75,411639,215000,626639,3445,6321 JOHNSDALE RD,RALEIGH,Neuse,1972,SINGLFAM,Residential Less Than 10 Acres,27615
1736067922,0.78266206,9128,0.78,240972,117000,357972,1560,4909 SPRING FOREST RD,,Neuse,1965,SINGLFAM,Residential Less Than 10 Acres,27616
0764546737,0.5859136,9130,0.61,215757,215000,430757,1794,720 KORNEGAY PL,CARY,Cary,1972,SINGLFAM,Residential Less Than 10 Acres,27513
1704480815,0.19309884,4866,0.19,298034,688750,986784,2257,2107 MYRTLE AVE,RALEIGH,Raleigh,1984,SINGLFAM,Residential Less Than 10 Acres,27608
1714035153,0.16954058,4869,0.17,92663,387450,480113,1161,716 SASSER ST,RALEIGH,Raleigh,1930,SINGLFAM,Residential Less Than 10 Acres,27604
0783659929,0.32012885,4870,0.32,205609,200000,405609,1958,5105 LILES RD,RALEIGH,Raleigh,1961,SINGLFAM,Residential Less Than 10 Acres,27606
1749526560,1.99311313,4872,2.01,246342,80220,326562,2297,3721 BURLINGTON MILLS RD,,Wake Forest,1966,SINGLFAM,Residential Less Than 10 Acres,27587
1714926709,0.43652214,4873,0.44,218108,220000,438108,1452,814 CHATHAM LN,RALEIGH,Raleigh,1963,SINGLFAM,Residential Less Than 10 Acres,27610
1706963141,0.32648897,12561,0.33,165239,400000,565239,2044,400 WESTERWOOD CT,RALEIGH,House Creek,1973,SINGLFAM,Residential Less Than 10 Acres,27609
0795514011,1.15675035,12567,1.14,117562,1260000,1377562,3962,3114 DARIEN DR,RALEIGH,Raleigh,1948,SINGLFAM,Residential Less Than 10 Acres,27607
1744135119,0.49659364,12606,0.5,152264,85000,237264,1196,103 WHITFIELD ST,,St. Matthew's,1961,SINGLFAM,Residential Less Than 10 Acres,27545
0790184970,0.45450011,12607,0.42,101095,130000,231095,1365,6205 LAKE WHEELER RD,,SWIFT CREEK,1969,SINGLFAM,Residential Less Than 10 Acres,27603
1706729166,0.27734594,12610,0.28,44996,475000,519996,1481,307 E ROWAN ST,RALEIGH,Raleigh,1962,SINGLFAM,Residential Less Than 10 Acres,27609
1714051052,0.1147885,4964,0.12,356652,389500,746152,2011,415 FRANK ST,RALEIGH,Raleigh,1935,SINGLFAM,Residential Less Than 10 Acres,27604
1796726567,0.46190094,4973,0.46,182473,55000,237473,1453,8800 RILEY HILL RD,,Little River,1972,SINGLFAM,Residential Less Than 10 Acres,27597
1715465312,0.21470196,12750,0.22,119780,155000,274780,1000,3424 APACHE DR,RALEIGH,St. Matthew's,1959,SINGLFAM,Residential Less Than 10 Acres,27609
1724287722,0.45138919,5040,0.45,242025,105000,347025,1938,2109 KILBURN RD,,St. Matthew's,1971,SINGLFAM,Residential Less Than 10 Acres,27604
1743094866,0.46118603,5048,0.46,180480,100000,280480,1736,107 LYNNWOOD ESTATES DR,,St. Matthew's,1971,SINGLFAM,Residential Less Than 10 Acres,27545
0763382107,0.41404092,5051,0.44,120608,420000,540608,2269,140 SHIRLEY DR,CARY,Cary,1966,SINGLFAM,Residential Less Than 10 Acres,27511
1704671887,0.19113288,5055,0.19,435807,530000,965807,2798,1803 WILLS AVE,RALEIGH,Raleigh,1900,SINGLFAM,Residential Less Than 10 Acres,27608
1725595809,0.51793148,5056,0.52,196049,135000,331049,1748,4215 HOPSON DR,RALEIGH,St. Matthew's,1974,SINGLFAM,Residential Less Than 10 Acres,27604
1726507121,0.49218997,5062,0.49,220925,135000,355925,1926,4300 HOPSON DR,RALEIGH,St. Matthew's,1972,SINGLFAM,Residential Less Than 10 Acres,27604
1714209094,0.10602858,12892,0.11,33349,225000,258349,696,1223 PENDER ST,RALEIGH,Raleigh,1958,SINGLFAM,Residential Less Than 10 Acres,27610
1701542749,0.69431549,12873,0.69,291172,120000,411172,2973,5000 WINTERLOCHEN RD,GARNER,St. Mary's,1967,SINGLFAM,Residential Less Than 10 Acres,27603
0794571031,0.45516052,12874,0.46,468001,602438,1070439,3302,3301 REDBUD LN,RALEIGH,Raleigh,1968,SINGLFAM,Residential Less Than 10 Acres,27607
1703950797,0.26739134,13223,0.27,121285,348000,469285,1679,719 S EAST ST,RALEIGH,Raleigh,1927,SINGLFAM,Residential Less Than 10 Acres,27601
1841638795,0.4709167,13225,0.47,97528,55000,152528,858,529 N TAYLOR ST,WAKE FOREST,Wake Forest,1967,SINGLFAM,Residential Less Than 10 Acres,27587
1820678979,0.56885329,13094,0.5,61079,97750,158829,1216,12025 THARRINGTON RD,,New Light,1953,SINGLFAM,Residential Less Than 10 Acres,27587
0797737057,0.6217023,13104,0.62,219493,250000,469493,1798,6715 WOODMERE DR,RALEIGH,House Creek,1971,SINGLFAM,Residential Less Than 10 Acres,27612
1706852302,0.48907282,13355,0.49,76180,439450,515630,2546,5408 CHRISTMAN CT,RALEIGH,Raleigh,1967,SINGLFAM,Residential Less Than 10 Acres,27609
0655495248,1.0982231,5260,1.11,136651,128800,265451,868,603 WAGSTAFF RD,,Middle Creek,2000,SINGLFAM,Residential Less Than 10 Acres,27526
1725348647,0.48603883,5338,0.49,310647,95000,405647,2752,3312 STARMOUNT DR,RALEIGH,St. Matthew's,1959,SINGLFAM,Residential Less Than 10 Acres,27604
0874723201,0.87955693,5387,0.84,90378,38000,128378,1200,10129 BOYCE RD,,New Light,1965,SINGLFAM,Residential Less Than 10 Acres,27522
1705101572,0.29837548,13600,0.3,160333,473812,634145,1533,2705 PEACHTREE ST,RALEIGH,Raleigh,1937,SINGLFAM,Residential Less Than 10 Acres,27608
1704166897,0.2371272,13616,0.24,151507,593750,745257,1825,1821 WILSHIRE AVE,RALEIGH,Raleigh,1953,SINGLFAM,Residential Less Than 10 Acres,27608
0790431687,0.55686771,13866,0.56,286980,110000,396980,1958,2729 PARKWAY DR,,Panther Branch,1995,SINGLFAM,Residential Less Than 10 Acres,27603
1714431285,0.41151321,13978,0.41,300115,315000,615115,3911,810 DELANY DR,RALEIGH,Raleigh,1961,SINGLFAM,Residential Less Than 10 Acres,27610
1707800731,0.42790889,5588,0.43,266966,250000,516966,1914,304 WOODS REAM DR,RALEIGH,House Creek,1972,SINGLFAM,Residential Less Than 10 Acres,27615
2705372305,0.24956873,5651,0.25,146175,55000,201175,1092,704 N LEE ST,ZEBULON,Little River,1975,SINGLFAM,Residential Less Than 10 Acres,27597
2705275761,0.30843231,5655,0.31,146175,55000,201175,1092,118 E MCIVER ST,ZEBULON,Little River,1975,SINGLFAM,Residential Less Than 10 Acres,27597
2705279850,0.28057326,5660,0.28,174580,55000,229580,1092,130 E MCIVER ST,ZEBULON,Little River,1973,SINGLFAM,Residential Less Than 10 Acres,27597
0795842278,0.5170404,14019,0.52,350431,665000,1015431,3084,3400 YELVERTON CIR,RALEIGH,Raleigh,1973,SINGLFAM,Residential Less Than 10 Acres,27612
1710243957,0.28041701,5676,0.28,225043,120000,345043,1787,1307 BRUCEMONT DR,GARNER,St. Mary's,1971,SINGLFAM,Residential Less Than 10 Acres,27529
1784706499,0.19773467,14062,0.2,45646,26136,71782,852,106 N OAKWOOD AVE,WENDELL,Mark's Creek,1930,SINGLFAM,Residential Less Than 10 Acres,27591
0649902392,0.17355314,14077,0.17,46417,90000,136417,952,108 W ELM AVE,HOLLY SPRINGS,Holly Springs,1952,SINGLFAM,Residential Less Than 10 Acres,27540
1710362063,0.35777817,14078,0.36,221580,120000,341580,2102,102 MCNAIR GLENN CT,GARNER,St. Mary's,1969,SINGLFAM,Residential Less Than 10 Acres,27529
1713927324,0.45909669,14174,0.46,163697,103500,267197,1667,1116 BEVERLY DR,RALEIGH,Raleigh,1966,SINGLFAM,Residential Less Than 10 Acres,27610
1723037262,0.46268738,14176,0.46,142640,90000,232640,1400,1005 WESTON ST,RALEIGH,Raleigh,1963,SINGLFAM,Residential Less Than 10 Acres,27610
0763490205,0.4372211,14187,0.45,148811,488750,637561,2560,437 S HARRISON AVE,CARY,Cary,1948,SINGLFAM,Residential Less Than 10 Acres,27511
1800143828,1.3914868,5871,1.38,229694,192340,422034,2230,2604 PLEASANT UNION CHURCH RD,,Barton's Creek,1969,SINGLFAM,Residential Less Than 10 Acres,27614
1726106788,0.2356247,14792,0.24,146276,150000,296276,1441,4324 KILCULLEN DR,RALEIGH,Neuse,1970,SINGLFAM,Residential Less Than 10 Acres,27604
0794642239,0.268312,14373,0.27,317648,361250,678898,2677,304 DIXIE TRL,RALEIGH,Raleigh,1938,SINGLFAM,Residential Less Than 10 Acres,27607
1736060971,1.15439163,14376,1.15,353690,128700,482390,2623,5601 PAUL RD,,Neuse,1972,SINGLFAM,Residential Less Than 10 Acres,27616
1705615945,0.35952451,14381,0.36,52039,635000,687039,1647,2718 COOLEEMEE DR,RALEIGH,Raleigh,1952,SINGLFAM,Residential Less Than 10 Acres,27608
1717385723,0.41916969,14544,0.42,175924,350000,525924,2160,7709 MOORGATE CT,RALEIGH,Neuse,1971,SINGLFAM,Residential Less Than 10 Acres,27615
0773860905,0.27238808,14546,0.27,197656,155000,352656,1453,5809 PHAETON CIR,RALEIGH,Raleigh,1970,SINGLFAM,Residential Less Than 10 Acres,27606
1714731978,0.31243595,14551,0.31,72573,210000,282573,1012,2335 KENNINGTON RD,RALEIGH,Raleigh,1955,SINGLFAM,Residential Less Than 10 Acres,27610
1702179436,0.2573915,5964,0.26,99581,145000,244581,1070,2700 SPRINGHILL AVE,RALEIGH,Swift Creek,1952,SINGLFAM,Residential Less Than 10 Acres,27603
0794495020,0.4088834,14983,0.42,48397,630000,678397,2178,3209 OAK GROVE CIR,RALEIGH,Raleigh,1961,SINGLFAM,Residential Less Than 10 Acres,27607
1725184387,0.365096,14986,0.37,213105,150000,363105,1978,3900 INGRAM DR,RALEIGH,St. Matthew's,1968,SINGLFAM,Residential Less Than 10 Acres,27604
1714673185,0.32408501,14996,0.32,143188,175000,318188,1211,2267 RUMSON RD,RALEIGH,Raleigh,1957,SINGLFAM,Residential Less Than 10 Acres,27610
1714913405,0.37025022,15000,0.37,118099,210000,328099,1143,514 CHATHAM LN,RALEIGH,Raleigh,1960,SINGLFAM,Residential Less Than 10 Acres,27610
1706422595,0.32044262,15002,0.32,160589,517500,678089,2667,424 NORTHBROOK DR,RALEIGH,Raleigh,1963,SINGLFAM,Residential Less Than 10 Acres,27609
1704217388,0.18920018,15012,0.19,426147,765000,1191147,2893,1417 PARK DR,RALEIGH,Raleigh,1930,SINGLFAM,Residential Less Than 10 Acres,27605
0764600106,0.18902789,15013,0.2,15641,484500,500141,720,211 FAIRVIEW RD,CARY,Cary,1959,SINGLFAM,Residential Less Than 10 Acres,27511
1716356688,0.26789862,6119,0.27,185093,300000,485093,1813,5300 FIRESIDE DR,RALEIGH,House Creek,1969,SINGLFAM,Residential Less Than 10 Acres,27609
0786934843,0.78213135,6202,0.78,295018,300000,595018,2865,4701 TANGLEWOOD DR,RALEIGH,House Creek,1974,SINGLFAM,Residential Less Than 10 Acres,27612
0666256111,0.76841359,14908,0.79,221374,121000,342374,2319,504 HOLLAND RD,FUQUAY-VARINA,Middle Creek,1959,SINGLFAM,Residential Less Than 10 Acres,27526
1715473034,0.40909258,6233,0.41,212996,160000,372996,1837,3500 UTICA DR,RALEIGH,St. Matthew's,1968,SINGLFAM,Residential Less Than 10 Acres,27609
1707834265,0.56230032,15107,0.56,193042,165000,358042,1468,7008 BRECKEN RIDGE AVE,RALEIGH,House Creek,1972,SINGLFAM,Residential Less Than 10 Acres,27615
1710190472,0.48323875,15110,0.48,144653,120000,264653,1149,1218 POPLAR AVE,GARNER,St. Mary's,1959,SINGLFAM,Residential Less Than 10 Acres,27529
0763490828,0.25361811,15112,0.27,41382,425000,466382,1847,405 PAGE ST,CARY,Cary,1984,SINGLFAM,Residential Less Than 10 Acres,27511
0795737083,1.34984627,15114,1.3,927517,1064000,1991517,4717,3149 SUSSEX RD,RALEIGH,Raleigh,1958,SINGLFAM,Residential Less Than 10 Acres,27607
0792683732,0.30586009,6416,0.31,164290,170000,334290,1328,2316 SIERRA DR,RALEIGH,Swift Creek,1968,SINGLFAM,Residential Less Than 10 Acres,27603
1739893442,0.51572586,15367,0.52,179943,70000,249943,1537,1625 WAKE DR,WAKE FOREST,Wake Forest,1966,SINGLFAM,Residential Less Than 10 Acres,27587
1706201664,0.41250507,15368,0.41,130735,546250,676985,2369,4129 YADKIN DR,RALEIGH,Raleigh,1960,SINGLFAM,Residential Less Than 10 Acres,27609
1714667935,0.28400175,6447,0.28,136107,175000,311107,1438,2248 RUMSON RD,RALEIGH,Raleigh,1959,SINGLFAM,Residential Less Than 10 Acres,27610
1609867142,0.46038229,6507,0.46,166745,126000,292745,1465,8012 LAKESHORE DR,,Panther Branch,1964,SINGLFAM,Residential Less Than 10 Acres,27529
0790773848,0.48746993,6518,0.49,181302,80000,261302,1325,1903 ST PATRICK DR,,St. Mary's,1959,SINGLFAM,Residential Less Than 10 Acres,27603
