PIN_NUM,CALC_AREA,REID,DEED_ACRES,BLDG_VAL,LAND_VAL,TOTAL_VALUE_ASSD,HEATEDAREA,SITE_ADDRESS,CITY_DECODE,TOWNSHIP_DECODE,YEAR_BUILT,TYPE_USE_DECODE,LAND_CLASS_DECODE,ZIPNUM
0666985461,0.78405984,101159,0.82,218173,95000,313173,1640,913 GREENBRIAR DR,,Middle Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27526
1606875818,1.41972741,101173,1.4,243468,90000,333468,1764,2000 VALLEY RIDGE CT,,Panther Branch,1979,SINGLFAM,Residential Less Than 10 Acres,27603
1709409026,0.9205878,101176,0.92,321271,215000,536271,2018,305 SANDHURST RD,,Barton's Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1716560033,0.20615193,101178,0.21,172995,180000,352995,1344,5205 CHERRYWOOD CT,RALEIGH,Neuse,1977,SINGLFAM,Residential Less Than 10 Acres,27609
1709502089,0.91834405,101182,0.88,441463,215000,656463,2874,313 SANDHURST RD,,Barton's Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0763133036,0.18954329,101183,0.19,168286,165000,333286,1312,1215 SELWYN LN,CARY,Cary,1978,SINGLFAM,Residential Less Than 10 Acres,27511
1709504131,0.92632041,101185,0.9,262961,215000,477961,1651,317 SANDHURST RD,,Barton's Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1708490428,0.95320305,101190,0.9,369980,215000,584980,2486,200 BAYTREE LN,,Barton's Creek,1984,SINGLFAM,Residential Less Than 10 Acres,27615
0763135505,0.19737944,101225,0.2,222925,165000,387925,1456,1233 SELWYN LN,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
1617459932,0.83642522,101239,0.94,114268,100000,214268,1102,6313 BRACK PENNY RD,,Panther Branch,1977,SINGLFAM,Residential Less Than 10 Acres,27603
1639483989,0.69542232,101377,0.69,144316,100000,244316,1151,5616 RAYNOR RD,,St. Mary's,1984,SINGLFAM,Residential Less Than 10 Acres,27529
0753788086,0.28289498,101396,0.29,205924,220000,425924,1940,1227 CEDAR CREEK DR,CARY,Cary,1977,SINGLFAM,Residential Less Than 10 Acres,27513
0753786285,0.29935601,101428,0.31,168566,165000,333566,1431,802 NW MAYNARD RD,CARY,Cary,1980,SINGLFAM,Residential Less Than 10 Acres,27513
1754479734,0.327527,101438,0.33,281134,85000,366134,1438,104 BRECKENRIDGE DR,KNIGHTDALE,St. Matthew's,1983,SINGLFAM,Residential Less Than 10 Acres,27545
1754478225,0.39550808,101465,0.39,189454,85000,274454,1338,203 BRECKENRIDGE DR,KNIGHTDALE,St. Matthew's,1983,SINGLFAM,Residential Less Than 10 Acres,27545
1709407039,0.927476,101544,0.91,370933,215000,585933,1888,300 BAYTREE LN,,Barton's Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27615
1713632544,0.24673863,101927,0.25,99901,110000,209901,975,768 LUNAR DR,RALEIGH,Raleigh,1969,SINGLFAM,Residential Less Than 10 Acres,27610
1713553045,0.32213888,102006,0.32,152282,110000,262282,975,528 GRANTLAND DR,RALEIGH,Raleigh,1970,SINGLFAM,Residential Less Than 10 Acres,27610
1713650614,0.21566195,102021,0.22,116228,93500,209728,975,1824 MARTIN LUTHER KING JR BLVD,RALEIGH,Raleigh,1969,SINGLFAM,Residential Less Than 10 Acres,27610
1713650027,0.25193079,102038,0.25,95895,110000,205895,975,1820 SUNVIEW ST,RALEIGH,Raleigh,1969,SINGLFAM,Residential Less Than 10 Acres,27610
1713559033,0.22601309,102059,0.23,123207,110000,233207,1323,1816 SUNVIEW ST,RALEIGH,Raleigh,1969,SINGLFAM,Residential Less Than 10 Acres,27610
1713553446,0.22199215,102163,0.22,99759,110000,209759,975,1709 SUNDIAL PL,RALEIGH,Raleigh,1970,SINGLFAM,Residential Less Than 10 Acres,27610
1713554565,0.19343042,102175,0.19,150190,110000,260190,1323,504 GRANTLAND DR,RALEIGH,Raleigh,1970,SINGLFAM,Residential Less Than 10 Acres,27610
1713557664,0.21255652,102312,0.21,146186,93500,239686,1279,1808 MARTIN LUTHER KING JR BLVD,RALEIGH,Raleigh,1970,SINGLFAM,Residential Less Than 10 Acres,27610
1717752766,0.88621422,102716,0.89,648085,456000,1104085,3728,7205 FONTANA PL,RALEIGH,Neuse,1990,SINGLFAM,Residential Less Than 10 Acres,27615
1717751912,1.20935891,102732,1.21,709168,468000,1177168,4825,7209 FONTANA PL,RALEIGH,Neuse,1982,SINGLFAM,Residential Less Than 10 Acres,27615
1717757792,0.63410901,102738,0.63,989832,400000,1389832,4450,2005 AURORA DR,RALEIGH,Neuse,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1717759901,0.74422442,102740,0.74,894338,480000,1374338,4794,2013 AURORA DR,RALEIGH,Neuse,1981,SINGLFAM,Residential Less Than 10 Acres,27615
0667798297,2.46349583,103499,2.51,480171,222000,702171,3379,8112 WOODCREST CT,,Middle Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27526
0688119411,2.05820567,103531,2,175887,100000,275887,1653,5536 HILLTOP RD,,Middle Creek,1977,SINGLFAM,Residential Less Than 10 Acres,27526
0761515384,0.94427789,103651,0.94,304830,260000,564830,2304,8217 NETHERLANDS DR,,Swift Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27606
0761518665,4.3145286,103654,4.26,437375,390000,827375,2446,8226 NETHERLANDS DR,,Swift Creek,1988,SINGLFAM,Residential Less Than 10 Acres,27606
0753622158,0.31068468,103667,0.31,235379,210000,445379,1549,1223 HADDINGTON DR,CARY,Cary,1977,SINGLFAM,Residential Less Than 10 Acres,27511
1735432415,1.42786492,103761,1.43,731881,145000,876881,3346,3020 ALLENBY DR,,St. Matthew's,1992,SINGLFAM,Residential Less Than 10 Acres,27604
1735431645,1.39362202,103766,1.39,640136,145000,785136,3198,3024 ALLENBY DR,,St. Matthew's,1985,SINGLFAM,Residential Less Than 10 Acres,27604
1716581886,0.07280524,103768,0.07,187573,95000,282573,1395,5829 SENTINEL DR,RALEIGH,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27609
1716581794,0.06018246,103772,0.06,254950,95000,349950,2072,5825 SENTINEL DR,RALEIGH,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27609
1716581677,0.05389076,103773,0.05,210653,95000,305653,1594,5813 SENTINEL DR,RALEIGH,Neuse,1979,SINGLFAM,Residential Less Than 10 Acres,27609
0796597879,0.42753331,103841,0.43,287216,220000,507216,2049,6112 VALLEYFIELD CIR,RALEIGH,House Creek,1981,SINGLFAM,Residential Less Than 10 Acres,27612
0796982901,0.37938005,103850,0.38,321720,230000,551720,2283,6232 RUSHINGBROOK DR,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0796888606,0.44151789,103853,0.44,241523,230000,471523,1586,6204 COLDWATER CT,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0796897183,0.43815741,103859,0.45,246734,230000,476734,1865,6241 RUSHINGBROOK DR,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0796595000,0.27448911,103912,0.28,331642,220000,551642,2037,2308 PASTILLE LN,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0796584929,0.27407348,103913,0.27,401484,220000,621484,3445,2312 PASTILLE LN,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0796586870,0.3030064,103917,0.3,352599,220000,572599,3067,2305 PASTILLE LN,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0796588855,0.30100465,103919,0.3,212621,220000,432621,1517,2209 PASTILLE LN,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0796680887,0.29093919,103922,0.29,283504,220000,503504,2184,5905 BAYBERRY LN,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0797409359,0.30790731,103942,0.38,322435,220000,542435,2851,6209 BRAMBLEWOOD DR,RALEIGH,House Creek,1981,SINGLFAM,Residential Less Than 10 Acres,27612
0797511279,0.44038449,103951,0.44,249532,220000,469532,1688,6320 ANSLEY LN,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0797513101,0.39620224,103953,0.4,284482,220000,504482,2287,6312 ANSLEY LN,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0797512090,0.32745175,103954,0.33,300651,220000,520651,2098,6308 ANSLEY LN,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0798827083,0.99933494,103958,1,301377,246000,547377,1674,8709 CATAMARAN DR,RALEIGH,House Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27615
0798826197,0.75736409,103959,0.76,328709,225500,554209,2255,8713 CATAMARAN DR,RALEIGH,House Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27615
0798815916,0.59184031,103969,0.59,472774,205000,677774,4773,8632 WINDJAMMER DR,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27615
1803764160,1.99983582,104016,2,159669,88000,247669,1495,16033 NEW LIGHT RD,,New Light,1978,SINGLFAM,Residential Less Than 10 Acres,27587
0684199401,4.92471347,104088,5.11,232511,101788,334299,1768,9335 KENNEBEC RD,,Middle Creek,1985,SINGLFAM,Residential Less Than 10 Acres,27592
0770325721,0.97212259,104089,0.96,239838,120000,359838,1945,5225 LORBACHER RD,,Swift Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27539
0687201217,4.64965561,104100,4.71,78121,248400,326521,968,1990 NC 42 HWY,,Middle Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27592
0880103669,1.00812405,104195,1.04,314405,180000,494405,2064,6013 OLD HORSEMAN TRL,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0798116099,1.0888681,104207,1.09,421676,220000,641676,2825,8516 SLEEPY CREEK DR,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
0798820002,0.53812409,104213,0.54,417742,205000,622742,2538,1704 SNOW WIND DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0798729372,0.55676842,104216,0.56,355238,205000,560238,2222,8709 WINDJAMMER DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0798729483,0.56656129,104217,0.57,328915,205000,533915,2595,8713 WINDJAMMER DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0798820553,0.47854356,104218,0.48,348081,205000,553081,2405,8701 MONTAUK DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0798729837,0.50642778,104221,0.49,320118,205000,525118,2469,8713 MONTAUK DR,RALEIGH,House Creek,1981,SINGLFAM,Residential Less Than 10 Acres,27615
1717416760,0.53782156,104267,0.54,466374,300000,766374,2769,6500 JADE TREE LN,RALEIGH,Neuse,1984,SINGLFAM,Residential Less Than 10 Acres,27615
0797232221,0.30236835,104317,0.3,329103,200000,529103,2361,6909 THREE BRIDGES CIR,RALEIGH,House Creek,1989,SINGLFAM,Residential Less Than 10 Acres,27613
0797233334,0.31592268,104322,0.32,147190,200000,347190,1358,2801 POPLAR GROVE CT,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27613
0797230521,0.27170877,104326,0.27,193766,200000,393766,1552,7001 RIVER BIRCH DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0797139325,0.32686958,104328,0.33,256681,200000,456681,2010,6917 RIVER BIRCH DR,RALEIGH,House Creek,1989,SINGLFAM,Residential Less Than 10 Acres,27613
0762251817,0.61909507,104346,0.61,326273,1120000,1446273,3292,111 LOCHINVAR CT,CARY,Cary,1978,SINGLFAM,Residential Less Than 10 Acres,27511
0762256818,0.54031573,104350,0.52,255710,1120000,1375710,3428,103 LOCHINVAR CT,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
0798546128,1.08627684,104358,1.07,439510,200000,639510,3738,8505 SOUTHAMPTON DR,,Barton's Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27615
0797197901,0.57411489,104388,0.57,355629,200000,555629,2245,8312 DRUIDS LN,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
0797193539,0.7400725,104393,0.75,387116,200000,587116,2480,8305 DRUIDS LN,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
1737413075,0.70772017,104400,0.71,177917,128700,306617,1396,6801 LOUISBURG RD,RALEIGH,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27616
0798640749,1.13891241,104413,1.14,525994,200000,725994,4114,2309 VALLEY FORGE DR,,Barton's Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0798642758,1.75693496,104414,1.76,461006,220000,681006,3707,2305 VALLEY FORGE DR,,Barton's Creek,1982,SINGLFAM,Residential Less Than 10 Acres,27615
1710053288,0.507314,104441,0.51,256594,132000,388594,1924,1602 BUCKINGHAM RD,GARNER,St. Mary's,1978,SINGLFAM,Residential Less Than 10 Acres,27529
1716591449,0.07733677,104503,0.08,223858,95000,318858,1723,5901 SENTINEL DR,RALEIGH,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27609
1716590536,0.06982734,104507,0.07,271253,95000,366253,1939,5907 SENTINEL DR,RALEIGH,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27609
0713961359,3.12250501,104515,3.11,242421,350865,593286,1943,1025 BATCHELOR RD,,White Oak,1981,SINGLFAM,Residential Less Than 10 Acres,27523
0713965667,2.67110914,104516,2.65,358423,327050,685473,2198,1105 BATCHELOR RD,,White Oak,1980,SINGLFAM,Residential Less Than 10 Acres,27523
1810873733,1.32386655,104647,1.32,324678,132000,456678,2142,9800 ADLIE DR,,New Light,2025,SINGLFAM,Residential Less Than 10 Acres,27587
1810883723,0.97124699,104648,0.97,261518,120000,381518,1953,9816 ADLIE DR,,New Light,1987,SINGLFAM,Residential Less Than 10 Acres,27587
0710699782,1.91746957,104649,2.04,279722,163800,443522,1928,8933 BARKER RD,,Buckhorn,1978,SINGLFAM,Residential Less Than 10 Acres,27562
1841615310,0.26147307,104690,0.27,143385,60000,203385,1271,108 N FRANKLIN ST,WAKE FOREST,WAKE FOREST,1929,SINGLFAM,Residential Less Than 10 Acres,27587
1755525768,9.12413089,104820,9.12,304693,331232,635925,2128,1229 TOMMIES DR,,St. Matthew's,2011,SINGLFAM,Residential Less Than 10 Acres,27545
0798228809,0.63716663,104856,0.64,347580,200000,547580,2014,3113 RUTLEDGE CT,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
0798331132,0.9737859,104861,0.97,319558,200000,519558,2182,3104 RUTLEDGE CT,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0798237128,0.67394443,104864,0.68,271951,200000,471951,1699,8908 BRANDON STATION RD,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
0798238373,0.61583347,104865,0.62,287986,200000,487986,1670,8912 BRANDON STATION RD,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
0798332351,0.82138945,104867,0.82,361726,200000,561726,1862,3101 PERRIN PL,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
1765786000,0.72057396,104898,0.7,227402,78000,305402,1795,216 CANDLEWICK DR,,Mark's Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27591
0796889565,0.3171316,104953,0.31,294222,230000,524222,2068,6217 RUSHINGBROOK DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0796980741,0.28802022,104955,0.33,230750,230000,460750,1784,6225 RUSHINGBROOK DR,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
1718208258,0.43033077,104956,0.43,237601,180000,417601,1620,7920 FARMINGWOOD LN,RALEIGH,Neuse,1981,SINGLFAM,Residential Less Than 10 Acres,27615
1718209222,0.3578537,104957,0.36,147812,180000,327812,1539,7913 AUDUBON DR,RALEIGH,Neuse,1979,SINGLFAM,Residential Less Than 10 Acres,27615
0795249922,0.14624985,105123,0.15,182894,200000,382894,1210,2805 RUE SANS FAMILLE,RALEIGH,Meredith,1984,SINGLFAM,Residential Less Than 10 Acres,27607
0771431084,1.3569381,105134,1.36,451514,220000,671514,2572,5420 HUNTINGWOOD DR,,Swift Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27606
0771431472,0.93664685,105136,0.94,367672,220000,587672,2455,5412 HUNTINGWOOD DR,,Swift Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27606
0771431960,0.93350191,105139,0.93,359114,220000,579114,2250,5400 HUNTINGWOOD DR,,Swift Creek,1984,SINGLFAM,Residential Less Than 10 Acres,27606
0771441603,0.94232674,105143,0.96,359402,220000,579402,2101,5300 HUNTINGWOOD DR,,Swift Creek,1983,SINGLFAM,Residential Less Than 10 Acres,27606
0771441833,1.51768227,105144,1.53,282680,220000,502680,1828,5212 HUNTINGWOOD DR,,Swift Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27606
0789331716,1.14050681,105196,1.14,543616,210000,753616,3486,5317 WOOD VALLEY DR,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
1707364999,0.93598805,105253,0.94,164732,175000,339732,1444,7832 HEMLOCK CT,RALEIGH,House Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27615
0763610954,0.34531776,105297,0.35,303978,275000,578978,1885,104 OVERVIEW LN,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
0752856385,0.63348044,105348,0.63,355238,1008000,1363238,4495,405 RUTHERGLEN DR,CARY,Cary,1983,SINGLFAM,Residential Less Than 10 Acres,27511
0752850076,0.55563666,105369,0.56,477808,400000,877808,3393,1103 QUEENSFERRY RD,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
0752848476,0.70283426,105376,0.7,577512,320000,897512,4152,1118 QUEENSFERRY RD,CARY,Cary,1981,SINGLFAM,Residential Less Than 10 Acres,27511
0752847540,0.75820981,105377,0.76,572749,320000,892749,3460,1116 QUEENSFERRY RD,CARY,Cary,1981,SINGLFAM,Residential Less Than 10 Acres,27511
0679915819,1.03977384,105424,1.05,179017,100000,279017,1484,2638 MEYERSWOOD DR,,Middle Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27539
0797234064,0.38670766,105445,0.39,470750,200000,670750,4612,6920 THREE BRIDGES CIR,RALEIGH,House Creek,2002,SINGLFAM,Residential Less Than 10 Acres,27613
0776893870,2.35654971,105473,2.38,707670,250000,957670,2890,6101 LOST VALLEY RD,,House Creek,2011,SINGLFAM,Residential Less Than 10 Acres,27612
0678004573,0.70414132,105483,0.69,485026,145000,630026,2416,6430 WHITTED RD,,Middle Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27526
1736094669,1.60048702,105484,1.64,262170,156000,418170,1440,6001 SPRING VALLEY DR,,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27616
1737005038,1.90397539,105485,1.88,347981,156000,503981,1916,6005 SPRING VALLEY DR,,Neuse,1978,SINGLFAM,Residential Less Than 10 Acres,27616
1700556657,0.48623993,105492,0.48,347274,95000,442274,2349,109 EASTON CT,GARNER,St. Mary's,1983,SINGLFAM,Residential Less Than 10 Acres,27529
1700556749,0.38067916,105493,0.39,287971,95000,382971,1873,108 EASTON CT,GARNER,St. Mary's,1979,SINGLFAM,Residential Less Than 10 Acres,27529
1740524013,0.7491575,105497,0.74,268098,127500,395598,1853,3550 E GARNER RD,,St. Mary's,1978,SINGLFAM,Residential Less Than 10 Acres,27520
0790041582,0.91590889,105521,0.92,229568,150000,379568,2058,3301 MANOR RIDGE DR,,Swift Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27603
0788223777,0.70236526,105550,0.7,457494,165000,622494,3182,5017 TRAIL RIDGE DR,,Leesville,1980,SINGLFAM,Residential Less Than 10 Acres,27613
0686331350,1.26452055,105617,1.23,208492,61125,269617,1765,8820 WALTER MYATT RD,,Middle Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27592
1708084280,0.91830436,105721,0.93,456579,175000,631579,2717,416 AMELIA AVE,,Barton's Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27615
1707798286,0.44137329,105761,0.44,258399,240000,498399,2086,8229 CLEAR BROOK DR,RALEIGH,House Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27615
0788104373,0.83002541,105810,0.83,411149,200000,611149,2941,5016 SPRINGWOOD DR,,Leesville,1982,SINGLFAM,Residential Less Than 10 Acres,27613
0788108342,1.62117157,105812,1.59,396186,200000,596186,2744,5008 SPRINGWOOD DR,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0788202560,0.73886934,105816,0.77,445714,200000,645714,3958,4904 SPRINGWOOD DR,,Leesville,1978,SINGLFAM,Residential Less Than 10 Acres,27613
1747765027,1.02610295,105865,1.02,226479,132880,359359,2220,4201 MITCHELL MILL RD,,Wake Forest,1980,SINGLFAM,Residential Less Than 10 Acres,27587
0791046655,1.14353653,105935,1.13,292011,130920,422931,1848,5100 FOREST CREEK RD,,Swift Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27606
0791046885,2.25877848,105936,2.24,374880,224160,599040,2194,5101 FOREST CREEK RD,,Swift Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27606
0791140990,1.86211627,105938,1.93,369602,198120,567722,2675,5109 FOREST CREEK RD,,Swift Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27606
0679940594,0.83691031,105940,0.84,219683,125000,344683,1306,2828 RINGGOLD DR,,Middle Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27539
0679942562,0.71575794,105941,0.72,169969,125000,294969,1238,2824 RINGGOLD DR,,Middle Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27539
0679945313,0.69192125,105944,0.69,122316,125000,247316,1360,2812 RINGGOLD DR,,Middle Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27539
0679932938,0.80186103,105948,0.8,201612,125000,326612,1360,2801 RINGGOLD DR,,Middle Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27539
0679941004,0.73812854,105949,0.74,172980,125000,297980,1292,2805 RINGGOLD DR,,Middle Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27539
0688953165,0.68710863,105952,0.69,199344,100000,299344,1261,1617 ALDERMAN CIR,,Middle Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27603
0795851895,0.72072122,105987,0.72,422366,756000,1178366,3244,601 BLENHEIM DR,RALEIGH,Raleigh,1978,SINGLFAM,Residential Less Than 10 Acres,27612
0795258251,0.19196029,106023,0.19,325316,200000,525316,2222,2758 RUE SANS FAMILLE,RALEIGH,Meredith,1984,SINGLFAM,Residential Less Than 10 Acres,27607
0795257063,0.15851872,106027,0.16,220929,200000,420929,1368,2774 RUE SANS FAMILLE,RALEIGH,Meredith,1985,SINGLFAM,Residential Less Than 10 Acres,27607
1718400756,0.37323281,106039,0.37,248573,180000,428573,1884,8125 BENTWOOD PL,RALEIGH,Neuse,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1718309746,0.29976567,106040,0.3,262221,180000,442221,1976,8121 BENTWOOD PL,RALEIGH,Neuse,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1718307509,0.28023604,106043,0.28,220106,162000,382106,1567,8109 BENTWOOD PL,RALEIGH,Neuse,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1718306432,0.40988994,106045,0.41,234700,180000,414700,1452,8101 BENTWOOD PL,RALEIGH,Neuse,1981,SINGLFAM,Residential Less Than 10 Acres,27615
1718307167,0.52210243,106068,0.52,218233,198000,416233,1640,1400 RAINWOOD LN,RALEIGH,Neuse,1980,SINGLFAM,Residential Less Than 10 Acres,27615
1709349730,1.0689425,106209,1.1,403873,180000,583873,2449,11000 PACER CT,,Barton's Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27614
0761538472,1.07905726,106245,1.08,308318,260000,568318,2125,8109 THE HAGUE,,Swift Creek,1980,SINGLFAM,Residential Less Than 10 Acres,27606
0761630431,1.11720499,106246,1.12,385154,260000,645154,2546,8105 THE HAGUE,,Swift Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27606
1796970244,0.72823001,106248,0.69,130663,55000,185663,1110,9116 PIPPIN RD,,Little River,1978,SINGLFAM,Residential Less Than 10 Acres,27597
0762798426,0.33318521,106341,0.35,204609,220000,424609,1863,1801 SEABROOK AVE,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
1707246131,0.35878544,106359,0.36,171442,175000,346442,1216,7415 POST OAK RD,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1707159493,0.31171403,106397,0.31,209340,175000,384340,1456,7504 MINE SHAFT RD,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27615
1712506402,0.79729168,106405,0.8,151825,130000,281825,1182,1702 CRANSTON RD,GARNER,St. Mary's,1981,SINGLFAM,Residential Less Than 10 Acres,27529
1712507352,1.25705236,106406,1.26,185728,104000,289728,1194,1700 CRANSTON RD,GARNER,St. Mary's,1980,SINGLFAM,Residential Less Than 10 Acres,27529
1712503235,0.48064763,106417,0.48,179017,130000,309017,1125,1703 CRANSTON RD,GARNER,St. Mary's,1980,SINGLFAM,Residential Less Than 10 Acres,27529
0764802403,0.36093129,106496,0.36,176459,275000,451459,1470,104 MELANIE LN,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
0764801135,0.25111982,106499,0.25,284325,275000,559325,2022,102 MAYODAN DR,CARY,Cary,1979,SINGLFAM,Residential Less Than 10 Acres,27511
0796988571,0.34889396,106511,0.35,349742,230000,579742,2780,6221 LOOKOUT LOOP,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0796988923,0.39847454,106516,0.4,354883,230000,584883,2452,6231 LOOKOUT LOOP,RALEIGH,House Creek,1979,SINGLFAM,Residential Less Than 10 Acres,27612
0798005207,0.55565375,106580,0.56,381089,200000,581089,2270,8305 HEEL STONE CT,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0798005309,0.53628959,106581,0.54,369263,200000,569263,2415,8309 HEEL STONE CT,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0798007136,0.72479596,106587,0.73,332915,200000,532915,1896,8300 HEEL STONE CT,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0798102347,0.76790343,106588,0.77,306870,200000,506870,2275,8608 SLEEPY CREEK DR,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0750730955,0.70799778,106664,0.71,137861,120000,257861,1008,8704 STEPHENSON RD,,White Oak,1978,SINGLFAM,Residential Less Than 10 Acres,27539
1754909177,2.40235926,106690,2.41,234363,145760,380123,1829,265 MAILMAN RD,,Mark's Creek,1978,SINGLFAM,Residential Less Than 10 Acres,27545
0781058572,1.69817975,106779,1.7,318515,178800,497315,2721,5125 MILNER DR,,Swift Creek,1968,SINGLFAM,Residential Less Than 10 Acres,27606
1710052982,0.28557624,106874,0.29,154989,110000,264989,1519,103 MARGO CIR,GARNER,St. Mary's,1979,SINGLFAM,Residential Less Than 10 Acres,27529
0788909175,0.50185456,106941,0.5,346123,200000,546123,2051,8301 WELLSLEY WAY,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0788909355,0.56544404,106943,0.57,261977,200000,461977,1636,3105 SHADWELL CT,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
0788905555,1.87120483,106947,1.88,291091,220000,511091,1764,3112 SHADWELL CT,,Leesville,1979,SINGLFAM,Residential Less Than 10 Acres,27613
