PIN_NUM,Permit Type Mapped,Work Class,Proposed Work Description,Applied Date,Issued Date,Estimated Project Cost,CO Issued Date,Month Issued,Year Issued,Current Status,Permit Number
1737840940,Building,New Building,TOWNHOUSE TYP. 141989;  LOT 93,8/17/2006,10/13/2006,101712,39300.86431,10,2006,INACTIVE (INSPECTIONS COMPLETED),059371
1737839050,Building,New Building,SFD,3/8/2007,3/14/2007,165696,39324.70979,3,2007,INACTIVE (INSPECTIONS COMPLETED),064497
1737794711,Building,New Building,SFD,3/26/2003,4/28/2003,188065,37826.52711,4,2003,INACTIVE (INSPECTIONS COMPLETED),026445
1737792489,Building,New Building,SFD,11/4/2002,12/12/2002,189176,37714.6561,12,2002,INACTIVE (INSPECTIONS COMPLETED),023584
1737743456,Building,New Building,TOWNHOUSE TYPICAL 141989; LOT 57,5/5/2006,6/1/2006,101712,38988.63153,6,2006,INACTIVE (INSPECTIONS COMPLETED),056446
1737691422,Building,New Building,SFD,2/4/2002,2/5/2002,152700,37426.51286,2,2002,INACTIVE (INSPECTIONS COMPLETED),016525
1737691422,Building,Deck/Porch,15'x10' covered porch on a deck platform,9/2/2025,10/6/2025,0,,10,2025,Issued,BLDR-040495-2025
1737691287,Building,New Building,SFD,11/2/2001,11/8/2001,153600,37348.82324,11,2001,INACTIVE (INSPECTIONS COMPLETED),014704
1737691112,Building,New Building,SFD,3/26/2002,4/11/2002,164400,37483.6156,4,2002,INACTIVE (INSPECTIONS COMPLETED),017848
1737641940,Building,Other,SHED,12/18/2014,12/19/2014,3000,,12,2014,ACTIVE  (ISSUED),118813
1737599199,Building,New Building,SFD,7/3/2003,7/9/2003,138700,38105.52122,7,2003,INACTIVE (INSPECTIONS COMPLETED),029009
1737598391,Building,New Building,SFD,8/20/2003,9/15/2003,167504,38103.56419,9,2003,INACTIVE (INSPECTIONS COMPLETED),030263
1737596167,Building,Other,SCREEN EXISTING DECK / BUILD NEW,4/28/2011,4/28/2011,2200,,4,2011,INACTIVE (INSPECTIONS COMPLETED),092081
1737596167,Building,New Building,SFD,2/4/2004,2/19/2004,172057,38406.56345,2,2004,INACTIVE (INSPECTIONS COMPLETED),034022
1737595432,Building,New Building,SFD,4/25/2002,5/17/2002,137893,37476.5058,5,2002,INACTIVE (INSPECTIONS COMPLETED),018627
1737595059,Building,New Building,SFD,7/18/2002,8/5/2002,167000,37600.82249,8,2002,INACTIVE (INSPECTIONS COMPLETED),021097
1737584510,Building,New Building,SFD,1/14/2005,2/2/2005,143589,38531.55852,2,2005,INACTIVE (INSPECTIONS COMPLETED),043506
1737580381,Building,New Building,SFD,4/30/2002,6/4/2002,107955,37553.56209,6,2002,INACTIVE (INSPECTIONS COMPLETED),018731
1737543534,Building,Other - Resd,COVER EXISTING DECK TO CREATE COVERED PORCH,2/2/2018,3/7/2018,3000,,3,2018,ACTIVE  (ISSUED),146593
1737543534,Building,Alterations/repairs,ENCLOSED GARAGE,7/5/2001,7/10/2001,1300,37145.8211,7,2001,INACTIVE (INSPECTIONS COMPLETED),011848
1737533440,Building,Alteration/Repairs,"Replace 1 door, remove and reinstall 1 door, replace 12' of damaged wall framing/stubs as needed",2/9/2021,,0,,,,Complete,BLDR-006155-2021
1737527239,Building,New Building,SFD,12/14/2000,12/22/2000,115000,37035.67935,12,2000,INACTIVE (INSPECTIONS COMPLETED),006549
1737525345,Building,New Building,SFD,11/29/2000,12/15/2000,115000,37018.77008,12,2000,INACTIVE (INSPECTIONS COMPLETED),006142
1737524427,Building,Alterations/repairs,,8/14/2001,8/30/2001,2160,37140.65596,8,2001,INACTIVE (INSPECTIONS COMPLETED),012882
1737523152,Building,Alteration/Repairs,SCREEN PORCH AND DECK,8/17/2016,8/30/2016,0,,8,2016,Complete,133853
1737499549,Building,New Building,SFD,1/9/2001,3/12/2001,165747,37313.56863,3,2001,INACTIVE (INSPECTIONS COMPLETED),006978
1737499296,Building,Alterations/repairs,,10/10/2001,10/11/2001,12000,38509.52551,10,2001,INACTIVE (INSPECTIONS COMPLETED),014244
1737499296,Building,New Building,SFD,11/30/2000,12/21/2000,153678,38462.60949,12,2000,INACTIVE (INSPECTIONS COMPLETED),006182
1737499189,Building,New Building,SFD,11/30/2000,12/21/2000,154380,40492.55079,12,2000,INACTIVE (INSPECTIONS COMPLETED),006186
1737499189,Building,Alteration/Repairs,DECK TO GLASS ENCLOSURE 3 SEASON ROOM,9/9/2016,9/20/2016,0,,9,2016,Complete,134391
1737498444,Building,New Building,SFD,7/3/2000,8/2/2000,150096,36874.80185,8,2000,INACTIVE (INSPECTIONS COMPLETED),002820
1737497977,Building,Alterations/repairs,REMODEL  ( 4 ) BATHROOMS,10/28/2010,10/28/2010,26600,40570.52488,10,2010,INACTIVE (INSPECTIONS COMPLETED),089320
1737497977,Building,New Building,SFD,4/25/2001,5/17/2001,176000,37139.64986,5,2001,INACTIVE (INSPECTIONS COMPLETED),010149
1737497345,Building,New Building,SFD,11/1/2000,11/20/2000,153600,36972.83382,11,2000,INACTIVE (INSPECTIONS COMPLETED),005574
1737496985,Building,Other,REMODEL SCREEN PORCH,7/29/2014,7/31/2014,28000,,7,2014,INACTIVE (INSPECTIONS COMPLETED),115804
1737496985,Building,Other,NEW SCREENED PORCH,8/19/2003,8/19/2003,8500,,8,2003,INACTIVE (INSPECTIONS COMPLETED),030247
1737496985,Building,New Building,SFD,2/27/2001,4/18/2001,173980,37419.62219,4,2001,INACTIVE (INSPECTIONS COMPLETED),008402
1737496261,Building,New Building,SFD,11/28/2000,12/21/2000,161307,36977.69898,12,2000,INACTIVE (INSPECTIONS COMPLETED),006079
1737495767,Building,New Building,SFD,6/30/2000,7/20/2000,166673,38230.57366,7,2000,INACTIVE (INSPECTIONS COMPLETED),002778
1737495070,Building,New Building,SFD,3/7/2001,3/9/2001,145488,,3,2001,INACTIVE (INSPECTIONS COMPLETED),008693
1737494593,Building,New Building,SFD,10/17/2000,12/4/2000,230000,37099.7606,12,2000,INACTIVE (INSPECTIONS COMPLETED),005248
1737494521,Building,New Building,SFD,7/7/2000,7/26/2000,176064,36998.69089,7,2000,INACTIVE (INSPECTIONS COMPLETED),002875
1737483992,Building,New Building,SFD,4/6/2001,4/11/2001,145872,37195.57632,4,2001,INACTIVE (INSPECTIONS COMPLETED),009709
1737448390,Building,Alteration/Repairs,INSTALL SOLAR PANEL ARRAY ON TOP OF ROOF,6/23/2017,6/23/2017,0,42909,6,2017,Complete,141258
1737441363,Building,Alterations/repairs,CONVERT CARPORT TO BONUS RM,6/29/2009,6/29/2009,3000,40330.48899,6,2009,INACTIVE (INSPECTIONS COMPLETED),081628
1737441363,Building,Accessory Structure,Construction of Detached Garage (Accessory Structure),12/21/2022,3/27/2023,63312.5,,3,2023,Complete,BLDR-062961-2022
1737441363,Building,Alteration/Repairs,replacing existing deck with new screen porch and deck,6/16/2025,,20000,,,,Submitted - Online,BLDR-026955-2025
1737441363,Building,Deck/Porch,Replacing existing porch with partially new screen porch/deck,1/14/2026,,10000,,,,In Review,BLDR-001750-2026
1737437782,Building,Other,DECK ADDITION,9/30/2003,9/30/2003,1000,,9,2003,INACTIVE (INSPECTIONS COMPLETED),031201
1737437782,Building,Addition,CLOSE IN CARPORT AND BATHROOM ADDITION,9/30/2003,9/30/2003,1500,38056.52905,9,2003,INACTIVE (INSPECTIONS COMPLETED),031200
1737431036,Building,Other,CONVERT CARPORT INTO FAMILY ROOM & ADD NEW CARPORT,4/7/2006,4/7/2006,2500,,4,2006,INACTIVE (INSPECTIONS COMPLETED),055579
1737431036,Building,Other,REAR DECK,5/7/2004,5/11/2004,400,,5,2004,INACTIVE (INSPECTIONS COMPLETED),036666
1737426950,Demolition,Demolish,DEMOLISH SFD,7/22/2015,7/22/2015,50,,7,2015,INACTIVE (INSPECTIONS COMPLETED),123837
1737426950,Building,New Building,SFD - MODULAR,6/30/2015,8/10/2015,241094,42270.51921,8,2015,INACTIVE (INSPECTIONS COMPLETED),123309
1737426950,Building,Alteration/Repairs,12X24 SHED ON BLOCKS,7/27/2018,8/17/2018,0,,8,2018,Complete,151125
1737419973,Building,New Building,SFD,6/11/2001,6/14/2001,115000,37159.501,6,2001,INACTIVE (INSPECTIONS COMPLETED),011170
1737398224,Building,New Building,SFD,4/4/2000,4/12/2000,167516,37190.55781,4,2000,INACTIVE (INSPECTIONS COMPLETED),000423
1737391514,Building,Alterations/repairs,ADD DIVIDER WALL IN LOFT,9/19/2007,9/19/2007,2000,39350.60727,9,2007,INACTIVE (INSPECTIONS COMPLETED),070090
1737391514,Building,New Building,SFD,2/14/2002,2/25/2002,109968,37396.57612,2,2002,INACTIVE (INSPECTIONS COMPLETED),016732
1737387300,Building,New Building,SFD,4/20/2000,5/9/2000,99792,36763.68826,5,2000,INACTIVE (INSPECTIONS COMPLETED),000897
1737386563,Building,New Building,SFD,9/26/2000,10/11/2000,114600,36903.71448,10,2000,INACTIVE (INSPECTIONS COMPLETED),004735
1737382114,Building,New Building,SFD,12/11/2000,12/29/2000,122000,37008.71262,12,2000,INACTIVE (INSPECTIONS COMPLETED),006442
1737376859,Building,Photovoltaic (Solar Panel),Install 16 roof mounted solar panels 5.12 grid tied,1/14/2021,1/28/2021,53256,,1,2021,Complete,BLDR-001893-2021
1737332927,Building,Addition,ENCLOSE CARPORT & ADD DECK,5/23/2006,5/23/2006,2000,,5,2006,INACTIVE (INSPECTIONS COMPLETED),056952
1737332927,Building,Detached Accessory Building,STORAGE SHED,7/14/2005,7/15/2005,2000,,7,2005,INACTIVE (INSPECTIONS COMPLETED),048610
1737328286,Building,Accessory Structure,DETACHED GARAGE,6/22/2018,6/28/2018,0,,6,2018,Complete,150207
1737323506,Building,Other,SUNROOM ADDITON,9/19/2000,9/22/2000,19517,,9,2000,INACTIVE (INSPECTIONS COMPLETED),004605
1737321706,Building,New Building,SFD,10/3/2000,10/17/2000,112510,36987.62631,10,2000,INACTIVE (INSPECTIONS COMPLETED),004906
1737321015,Building,Addition,ATTACHED TWO STORY GARAGE AND PORCH,10/12/2015,2/4/2016,0,42404,2,2016,Complete,126016
1737307533,Building,Addition,DECK,3/11/2009,3/11/2009,4000,39906.71332,3,2009,INACTIVE (INSPECTIONS COMPLETED),079934
1737307533,Building,Alterations/repairs,BATHROOM REMODEL,8/30/2018,8/30/2018,3971,,8,2018,ACTIVE  (ISSUED),151893
1737297358,Building,New Building,SFD,4/8/2003,5/27/2003,109536,37889.52847,5,2003,INACTIVE (INSPECTIONS COMPLETED),026734
1737294353,Building,New Building,TOWNHOUSE TYP 63549; LOT 51,12/30/2004,3/2/2005,147850,38642.57965,3,2005,INACTIVE (INSPECTIONS COMPLETED),043240
1737292482,Building,New Building,TOWNHOUSE TYP. 63549; LOT 56,4/13/2005,5/3/2005,146100,38653.59583,5,2005,INACTIVE (INSPECTIONS COMPLETED),045768
1737291114,Building,New Building,TOWNHOUSE TYP. 63549; LOT 42,4/19/2005,5/3/2005,146100,38656.61201,5,2005,INACTIVE (INSPECTIONS COMPLETED),045997
1737286201,Building,New Building,TOWNHOUSE TYP. 64064; LOT 131,8/10/2004,8/27/2004,69300,38330.59604,8,2004,INACTIVE (INSPECTIONS COMPLETED),039512
1737285549,Building,New Building,SFD,8/6/2002,9/12/2002,108288,37585.64873,9,2002,INACTIVE (INSPECTIONS COMPLETED),021493
1737285177,Building,New Building,TOWNHOUSE TYP. 64064; LOT 129,8/11/2004,8/27/2004,69300,38324.59789,8,2004,INACTIVE (INSPECTIONS COMPLETED),039529
1737284067,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 124,9/27/2002,10/23/2002,69300,37657.53597,10,2002,INACTIVE (INSPECTIONS COMPLETED),022731
1737284045,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 123,9/27/2002,10/23/2002,69300,37659.54279,10,2002,INACTIVE (INSPECTIONS COMPLETED),022732
1737284024,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 122,9/27/2002,10/23/2002,69300,37659.54279,10,2002,INACTIVE (INSPECTIONS COMPLETED),022733
1737283267,Building,New Building,TOWNHOME TYPICAL 51213 LOT 155,11/15/2002,12/11/2002,69300,37783.49832,12,2002,INACTIVE (INSPECTIONS COMPLETED),023861
1737283123,Building,New Building,TOWNHOUSE TYP 27020; LOT 140,8/12/2002,9/19/2002,69300,37643.57604,9,2002,INACTIVE (INSPECTIONS COMPLETED),021600
1737283092,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 120,9/27/2002,10/23/2002,69300,37659.54279,10,2002,INACTIVE (INSPECTIONS COMPLETED),022735
1737282291,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 152,9/27/2002,10/23/2002,69300,37704.60058,10,2002,INACTIVE (INSPECTIONS COMPLETED),022767
1737282126,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 148,9/27/2002,10/23/2002,69300,37700.55404,10,2002,INACTIVE (INSPECTIONS COMPLETED),022763
1737282105,Building,New Building,TOWNHOUSE TYP. # 51213; LOT 147,9/27/2002,10/23/2002,69300,37704.60058,10,2002,INACTIVE (INSPECTIONS COMPLETED),022762
